-,-,-,-,-,n,i,p,_,r,e,p,o,r,t,4,7,-,-,-,-,-
session_id,transaction_date,response_code,amount
000001230106220424000217609749,2023-01-06 22:02:45,00,3000.00
000001230106220425000217609494,2023-01-06 22:02:47,00,1000.00
000001230106220425000217609750,2023-01-06 22:02:46,00,1000.00
000001230106220426000217609676,2023-01-06 22:02:48,00,3700.00
000001230106220426000217609752,2023-01-06 22:02:57,00,1000.00
000001230106220427000217609753,2023-01-06 22:02:48,00,5200.00
000001230106220427000217609756,2023-01-06 22:02:49,00,20000.00
000001230106220428000217609757,2023-01-06 22:02:49,00,10000.00
000001230106220428125131088533,2023-01-06 22:02:46,00,50000.00
000001230106220429000217609759,2023-01-06 22:02:54,00,21500.00
000001230106220429000217609760,2023-01-06 22:02:51,00,1200.00
000001230106220430000217580842,2023-01-06 22:02:50,00,5000.00
000001230106220431000217609761,2023-01-06 22:02:53,00,20000.00
000001230106220432000217609631,2023-01-06 22:02:53,00,1000.00
000001230106220432000217609707,2023-01-06 22:02:52,00,1000.00
000001230106220432000217609763,2023-01-06 22:02:53,00,10000.00
000001230106220433000217609764,2023-01-06 22:02:54,00,8500.00
000001230106220434000217580898,2023-01-06 22:02:55,00,15000.00
000001230106220435000217609767,2023-01-06 22:02:57,00,20000.00
000001230106220436000217609769,2023-01-06 22:03:01,00,12000.00
000001230106220437000217609693,2023-01-06 22:03:01,00,50000.00
000001230106220437000217609738,2023-01-06 22:02:59,00,2500.00
000001230106220437000217609770,2023-01-06 22:02:57,00,200000.00
000001230106220437000217609771,2023-01-06 22:03:00,00,1900.00
000001230106220438000217609773,2023-01-06 22:03:00,00,15000.00
000001230106220438000217609774,2023-01-06 22:03:03,00,94000.00
000001230106220439000217609775,2023-01-06 22:03:02,00,1200.00
000001230106220439000217609776,2023-01-06 22:03:01,00,1500.00
000001230106220439000217609777,2023-01-06 22:03:03,00,20000.00
000001230106220440000217581070,2023-01-06 22:03:01,00,3000.00
000001230106220440000217609778,2023-01-06 22:03:01,00,2000.00
000001230106220440023002624522,2023-01-06 22:04:53,00,5000.00
000001230106220441000217609772,2023-01-06 22:03:01,00,35000.00
000001230106220441000217609779,2023-01-06 22:03:17,00,50000.00
000001230106220441000217609780,2023-01-06 22:03:04,00,5000.00
000001230106220441000217609781,2023-01-06 22:03:02,00,160000.00
000001230106220442000217609782,2023-01-06 22:03:09,00,2200.00
000001230106220443000217609783,2023-01-06 22:03:04,00,34000.00
000001230106220443000217609784,2023-01-06 22:03:03,00,20000.00
000001230106220443000217609785,2023-01-06 22:03:04,00,1000.00
000001230106220443000217609786,2023-01-06 22:03:09,00,1000.00
000001230106220445000217609582,2023-01-06 22:03:07,00,1950.00
000001230106220446000217581149,2023-01-06 22:03:07,00,10200.00
000001230106220446000217609792,2023-01-06 22:03:05,00,1000.00
000001230106220447000217609788,2023-01-06 22:03:09,00,20000.00
000001230106220447000217609789,2023-01-06 22:03:07,00,1000.00
000001230106220447000217609793,2023-01-06 22:03:07,00,375000.00
000001230106220447000217609794,2023-01-06 22:03:11,00,1000.00
000001230106220447000217609795,2023-01-06 22:03:08,00,20000.00
000001230106220447000217609797,2023-01-06 22:03:14,00,20400.00
000001230106220448000217609798,2023-01-06 22:03:13,00,2000.00
000001230106220450000217609802,2023-01-06 22:03:11,00,10200.00
000001230106220451000217581182,2023-01-06 22:03:13,00,300000.00
000001230106220451000217609615,2023-01-06 22:03:13,00,20000.00
000001230106220451000217609799,2023-01-06 22:03:12,00,20000.00
000001230106220451000217609800,2023-01-06 22:03:12,00,500.00
000001230106220451000217609801,2023-01-06 22:03:13,00,1000.00
000001230106220451000217609803,2023-01-06 22:03:18,00,20000.00
000001230106220452000217609804,2023-01-06 22:03:14,00,5000.00
000001230106220452000217609805,2023-01-06 22:03:16,00,15000.00
000001230106220452000217609807,2023-01-06 22:03:20,00,500000.00
000001230106220453000217609808,2023-01-06 22:03:14,00,300.00
000001230106220454000217609754,2023-01-06 22:03:16,00,2000.00
000001230106220454000217609810,2023-01-06 22:03:15,00,2100.00
000001230106220455000217609812,2023-01-06 22:03:16,00,5000.00
000001230106220455000217609813,2023-01-06 22:03:16,00,5000.00
000001230106220455000217609814,2023-01-06 22:03:17,97,45000.00
000001230106220455064902852641,2023-01-06 22:04:32,00,2500.00
000001230106220456000217609816,2023-01-06 22:03:26,00,2000.00
000001230106220456050602686667,2023-01-06 22:04:14,00,2000.00
000001230106220457000217581196,2023-01-06 22:03:19,00,95350.00
000001230106220457000217609669,2023-01-06 22:03:18,00,2000.00
000001230106220457000217609818,2023-01-06 22:03:24,00,2000.00
000001230106220457000217609819,2023-01-06 22:03:17,00,7500.00
000001230106220457000217609820,2023-01-06 22:03:22,00,12000.00
000001230106220457000217609821,2023-01-06 22:03:18,00,1200.00
000001230106220458000217609809,2023-01-06 22:03:19,00,5000.00
000001230106220459000217609815,2023-01-06 22:03:21,00,25000.00
000001230106220500000217609766,2023-01-06 22:03:22,00,10000.00
000001230106220500000217609827,2023-01-06 22:03:27,00,20000.00
000001230106220502000217609825,2023-01-06 22:03:39,00,4500.00
000001230106220502000217609829,2023-01-06 22:03:23,00,4000.00
000001230106220502000217609830,2023-01-06 22:03:25,00,20000.00
000001230106220502000217609831,2023-01-06 22:03:23,00,1000.00
000001230106220503000217609811,2023-01-06 22:03:25,00,129000.00
000001230106220503000217609833,2023-01-06 22:03:24,00,1000.00
000001230106220503000217609834,2023-01-06 22:03:26,00,300.00
000001230106220504000217581247,2023-01-06 22:03:26,00,20000.00
000001230106220504000217609835,2023-01-06 22:03:27,00,50000.00
000001230106220504000217609836,2023-01-06 22:03:25,00,2000.00
000001230106220505000217609837,2023-01-06 22:03:25,00,10000.00
000001230106220506000217609823,2023-01-06 22:03:27,00,29500.00
000001230106220506000217609838,2023-01-06 22:03:27,00,2000.00
000001230106220507000217609710,2023-01-06 22:03:28,00,1000.00
000001230106220507000217609839,2023-01-06 22:03:28,00,8000.00
000001230106220507000217609840,2023-01-06 22:03:31,00,2000.00
000001230106220508000217609841,2023-01-06 22:03:33,00,20000.00
000001230106220508000217609842,2023-01-06 22:03:28,00,5000.00
000001230106220508000217609843,2023-01-06 22:03:29,00,500.00
000001230106220510000217609832,2023-01-06 22:03:32,00,1000.00
000001230106220511000217581554,2023-01-06 22:03:31,00,1500.00
000001230106220511000217609845,2023-01-06 22:03:31,00,100000.00
000001230106220511000217609846,2023-01-06 22:03:33,00,2300.00
000001230106220512000217609787,2023-01-06 22:03:35,00,10000.00
000001230106220512000217609849,2023-01-06 22:03:34,00,4000.00
000001230106220513000217609828,2023-01-06 22:03:38,00,1500.00
000001230106220513000217609850,2023-01-06 22:03:35,00,5000.00
000001230106220513000217609851,2023-01-06 22:03:34,00,5000.00
000001230106220514000217609852,2023-01-06 22:03:40,00,5000.00
000001230106220514000217609854,2023-01-06 22:03:34,00,20200.00
000001230106220515000217581561,2023-01-06 22:03:35,00,7000.00
000001230106220516000217609853,2023-01-06 22:03:36,00,3000.00
000001230106220518000217609861,2023-01-06 22:03:39,00,15000.00
000001230106220519000217609862,2023-01-06 22:03:39,00,3000.00
000001230106220520000217609790,2023-01-06 22:03:40,00,14000.00
000001230106220521000217581795,2023-01-06 22:03:42,00,2000.00
000001230106220521000217609844,2023-01-06 22:03:43,00,12000.00
000001230106220521000217609855,2023-01-06 22:03:41,00,2000.00
000001230106220521000217609856,2023-01-06 22:03:42,00,3000.00
000001230106220521000217609857,2023-01-06 22:03:42,00,1800.00
000001230106220521000217609858,2023-01-06 22:03:41,00,40000.00
000001230106220521000217609859,2023-01-06 22:03:41,00,226000.00
000001230106220521000217609863,2023-01-06 22:03:42,00,5000.00
000001230106220521000217609866,2023-01-06 22:03:42,00,20000.00
000001230106220522000217609796,2023-01-06 22:03:43,00,640.00
000001230106220524048002077060,2023-01-06 22:05:34,00,200.00
000001230106220525000217609653,2023-01-06 22:03:49,00,18150.00
000001230106220525000217609848,2023-01-06 22:03:47,00,1900.00
000001230106220525000217609865,2023-01-06 22:03:47,00,15000.00
000001230106220525000217609869,2023-01-06 22:03:56,00,85000.00
000001230106220525000217609870,2023-01-06 22:03:46,00,1000.00
000001230106220525000217609871,2023-01-06 22:03:48,00,3000.00
000001230106220525000217609872,2023-01-06 22:03:51,00,6000.00
000001230106220525000217609873,2023-01-06 22:03:49,00,10100.00
000001230106220525000217609874,2023-01-06 22:03:47,00,160000.00
000001230106220526000217581901,2023-01-06 22:03:48,00,2600.00
000001230106220526000217609875,2023-01-06 22:03:48,00,50000.00
000001230106220526000217609878,2023-01-06 22:03:48,00,8000.00
000001230106220527000217609879,2023-01-06 22:03:49,00,30900.00
000001230106220528000217609880,2023-01-06 22:03:48,00,500.00
000001230106220528014302329945,2023-01-06 22:04:22,00,300.00
000001230106220529000217609884,2023-01-06 22:03:51,00,20000.00
000001230106220529000217609886,2023-01-06 22:03:51,00,20000.00
000001230106220529167233421291,2023-01-06 22:03:47,00,200000.00
000001230106220530000217609888,2023-01-06 22:03:51,00,4000.00
000001230106220531000217609876,2023-01-06 22:03:53,00,3180.00
000001230106220531000217609885,2023-01-06 22:03:58,00,920.00
000001230106220531000217609889,2023-01-06 22:03:51,00,30000.00
000001230106220532000217609847,2023-01-06 22:03:52,00,500.00
000001230106220532000217609881,2023-01-06 22:03:52,00,8000.00
000001230106220533000217581947,2023-01-06 22:03:55,00,5000.00
000001230106220533000217609733,2023-01-06 22:03:54,00,1000.00
000001230106220533000217609890,2023-01-06 22:03:53,00,4000.00
000001230106220533000217609891,2023-01-06 22:03:53,00,10000.00
000001230106220533000217609892,2023-01-06 22:03:55,00,4400.00
000001230106220533000217609894,2023-01-06 22:03:54,00,1500.00
000001230106220534000217609896,2023-01-06 22:03:55,00,3000.00
000001230106220534000217609897,2023-01-06 22:03:55,00,2000.00
000001230106220534000217609898,2023-01-06 22:03:56,00,1000.00
000001230106220534000217609901,2023-01-06 22:03:59,00,200000.00
000001230106220535000217609902,2023-01-06 22:03:55,00,1050.00
000001230106220535000217609903,2023-01-06 22:03:56,00,400.00
000001230106220535000217609904,2023-01-06 22:04:00,00,3500.00
000001230106220536000217609893,2023-01-06 22:03:58,00,1000.00
000001230106220536000217609900,2023-01-06 22:03:56,00,3950.00
000001230106220536000217609906,2023-01-06 22:03:56,00,5000.00
000001230106220538000217609908,2023-01-06 22:04:01,00,21000.00
000001230106220539000217609817,2023-01-06 22:03:59,00,4000.00
000001230106220539000217609907,2023-01-06 22:04:04,00,30000.00
000001230106220539000217609909,2023-01-06 22:04:00,00,126000.00
000001230106220539000217609910,2023-01-06 22:03:59,00,1500.00
000001230106220540000217581996,2023-01-06 22:04:01,00,5100.00
000001230106220540000217609899,2023-01-06 22:04:00,00,5000.00
000001230106220540000217609912,2023-01-06 22:04:01,00,5000.00
000001230106220540000217609914,2023-01-06 22:04:08,00,1190000.00
000001230106220540000217609915,2023-01-06 22:04:02,00,5000.00
000001230106220541000217609895,2023-01-06 22:04:05,00,12000.00
000001230106220541000217609916,2023-01-06 22:04:03,00,2600.00
000001230106220541000217609917,2023-01-06 22:04:02,00,1000.00
000001230106220541000217609918,2023-01-06 22:04:05,00,10000.00
000001230106220542000217609913,2023-01-06 22:04:04,00,7000.00
000001230106220542000217609919,2023-01-06 22:04:03,00,22000.00
000001230106220543000217609758,2023-01-06 22:04:07,00,10000.00
000001230106220543000217609920,2023-01-06 22:04:04,00,1000.00
000001230106220544000217609921,2023-01-06 22:04:05,00,1300.00
000001230106220545000217609911,2023-01-06 22:04:05,00,200000.00
000001230106220545000217609925,2023-01-06 22:04:05,00,1000.00
000001230106220545000217609928,2023-01-06 22:04:06,00,500.00
000001230106220546000217582026,2023-01-06 22:04:06,00,2000.00
000001230106220546000217609683,2023-01-06 22:04:08,00,10000.00
000001230106220546000217609887,2023-01-06 22:04:08,00,3500.00
000001230106220546000217609929,2023-01-06 22:04:11,00,1100.00
000001230106220546000217609930,2023-01-06 22:04:07,00,5200.00
000001230106220547000217609931,2023-01-06 22:04:09,00,4800.00
000001230106220549000217609922,2023-01-06 22:04:09,00,4000.00
000001230106220549000217609932,2023-01-06 22:04:13,00,5000.00
000001230106220550000217582126,2023-01-06 22:04:11,00,2100.00
000001230106220550000217609936,2023-01-06 22:04:11,00,6160.00
000001230106220550000217609937,2023-01-06 22:04:13,00,30000.00
000001230106220550000217609938,2023-01-06 22:04:11,00,2000.00
000001230106220550000217609939,2023-01-06 22:04:10,00,10000.00
000001230106220550000217609940,2023-01-06 22:04:12,00,29000.00
000001230106220551000217609458,2023-01-06 22:04:16,00,500000.00
000001230106220551000217609941,2023-01-06 22:04:13,00,2100.00
000001230106220552000217609933,2023-01-06 22:04:14,00,1010.00
000001230106220552000217609943,2023-01-06 22:04:13,00,5500.00
000001230106220553000217609945,2023-01-06 22:04:15,00,1300.00
000001230106220553000217609946,2023-01-06 22:04:15,00,31200.00
000001230106220553000217609947,2023-01-06 22:04:16,00,1000.00
000001230106220554000217609927,2023-01-06 22:04:15,00,1500.00
000001230106220554000217609935,2023-01-06 22:04:15,00,10000.00
000001230106220554000217609948,2023-01-06 22:04:16,00,1000.00
000001230106220555000217609934,2023-01-06 22:04:17,00,4500.00
000001230106220555000217609951,2023-01-06 22:04:16,00,3000.00
000001230106220555000217609952,2023-01-06 22:04:18,00,10000.00
000001230106220555000217609953,2023-01-06 22:04:16,00,540.00
000001230106220556000217582275,2023-01-06 22:04:20,00,45000.00
000001230106220556000217609950,2023-01-06 22:04:18,00,8400.00
000001230106220557000217609954,2023-01-06 22:04:19,00,10000.00
000001230106220558000217609942,2023-01-06 22:04:23,00,20.00
000001230106220558000217609944,2023-01-06 22:04:21,00,1000.00
000001230106220558000217609955,2023-01-06 22:04:20,00,20000.00
000001230106220558000217609956,2023-01-06 22:04:29,00,30000.00
000001230106220558000217609957,2023-01-06 22:04:24,00,20000.00
000001230106220559000217609960,2023-01-06 22:04:24,00,100000.00
000001230106220559000217609962,2023-01-06 22:04:20,00,10000.00
000001230106220559000217609964,2023-01-06 22:04:22,00,35000.00
000001230106220600000217609958,2023-01-06 22:04:22,00,3000.00
000001230106220600000217609966,2023-01-06 22:04:22,00,20000.00
000001230106220601000217609512,2023-01-06 22:04:23,00,2000.00
000001230106220601000217609963,2023-01-06 22:04:24,00,10000.00
000001230106220601000217609967,2023-01-06 22:04:23,00,18000.00
000001230106220602000217609969,2023-01-06 22:04:27,00,2100.00
000001230106220602000217609971,2023-01-06 22:04:28,00,37000.00
000001230106220602000217609972,2023-01-06 22:04:28,00,5000.00
000001230106220607000217609970,2023-01-06 22:04:28,00,70000.00
000001230106220607000217609977,2023-01-06 22:04:30,00,5000.00
000001230106220607000217609979,2023-01-06 22:04:34,00,50000.00
000001230106220607000217609983,2023-01-06 22:04:29,00,10000.00
000001230106220607000217609985,2023-01-06 22:04:28,00,2000.00
000001230106220608000217609986,2023-01-06 22:04:37,00,1000.00
000001230106220608000217609989,2023-01-06 22:04:31,00,5000.00
000001230106220612000217609965,2023-01-06 22:04:37,00,20000.00
000001230106220612000217609976,2023-01-06 22:04:33,00,20000.00
000001230106220612000217609988,2023-01-06 22:04:32,00,22000.00
000001230106220612000217609992,2023-01-06 22:04:32,00,4300.00
000001230106220616000217582283,2023-01-06 22:04:39,00,4950.00
000001230106220616000217609949,2023-01-06 22:04:45,00,38000.00
000001230106220616000217609961,2023-01-06 22:04:39,00,1000.00
000001230106220616000217609978,2023-01-06 22:04:38,00,25000.00
000001230106220616000217609991,2023-01-06 22:04:37,00,300000.00
000001230106220617000217609544,2023-01-06 22:04:45,00,4000.00
000001230106220617000217609974,2023-01-06 22:04:44,00,5000.00
000001230106220617000217609981,2023-01-06 22:04:38,00,1500.00
000001230106220617000217609982,2023-01-06 22:04:38,00,2000.00
000001230106220617000217609987,2023-01-06 22:04:40,00,1000.00
000001230106220617000217609990,2023-01-06 22:04:42,00,20000.00
000001230106220617000217609995,2023-01-06 22:04:40,00,1500.00
000001230106220617000217609998,2023-01-06 22:04:48,00,6000.00
000001230106220617000217610000,2023-01-06 22:05:07,00,5000.00
000001230106220617000217610002,2023-01-06 22:04:39,00,50000.00
000001230106220617000217610004,2023-01-06 22:04:40,00,5000.00
000001230106220617000217610005,2023-01-06 22:04:40,00,9800.00
000001230106220617000217610007,2023-01-06 22:04:40,00,20000.00
000001230106220617000217610008,2023-01-06 22:04:43,00,80000.00
000001230106220617000217610009,2023-01-06 22:04:39,00,20000.00
000001230106220617000217610010,2023-01-06 22:04:39,00,1100.00
000001230106220619000217610013,2023-01-06 22:04:40,00,9000.00
000001230106220620000217610015,2023-01-06 22:04:44,00,500.00
000001230106220621000217610016,2023-01-06 22:04:43,00,1000.00
000001230106220622000217609999,2023-01-06 22:04:44,00,50000.00
000001230106220623000217610019,2023-01-06 22:04:45,00,3000.00
000001230106220623000217610021,2023-01-06 22:04:46,00,200.00
000001230106220624000217582357,2023-01-06 22:04:47,00,20000.00
000001230106220624000217610017,2023-01-06 22:05:09,00,4000.00
000001230106220624000217610018,2023-01-06 22:04:47,00,2000.00
000001230106220624000217610022,2023-01-06 22:04:45,00,1000.00
000001230106220624000217610024,2023-01-06 22:04:45,00,1050.00
000001230106220626000217609980,2023-01-06 22:04:50,00,5700.00
000001230106220626000217610027,2023-01-06 22:05:02,00,110000.00
000001230106220627000217610028,2023-01-06 22:04:49,00,94000.00
000001230106220628000217610026,2023-01-06 22:04:50,00,2500.00
000001230106220628000217610030,2023-01-06 22:04:52,00,22000.00
000001230106220628000217610031,2023-01-06 22:04:51,00,150000.00
000001230106220628000217610032,2023-01-06 22:05:02,00,5000.00
000001230106220629000217609762,2023-01-06 22:04:52,00,1500.00
000001230106220629000217609968,2023-01-06 22:04:51,00,4000.00
000001230106220629000217610023,2023-01-06 22:04:53,00,1000.00
000001230106220630000217610036,2023-01-06 22:04:53,00,41000.00
000001230106220631000217582372,2023-01-06 22:04:53,00,20000.00
000001230106220631000217609924,2023-01-06 22:05:02,00,14450.00
000001230106220631000217610025,2023-01-06 22:04:54,00,35000.00
000001230106220631000217610037,2023-01-06 22:05:05,00,2000.00
000001230106220632000217610029,2023-01-06 22:04:53,00,123000.00
000001230106220632000217610040,2023-01-06 22:04:55,00,5000.00
000001230106220633000217610041,2023-01-06 22:04:56,00,9000.00
000001230106220633000217610042,2023-01-06 22:04:55,00,2000.00
000001230106220633000217610043,2023-01-06 22:04:55,00,2000.00
000001230106220633000217610046,2023-01-06 22:04:57,00,3600.00
000001230106220633000217610048,2023-01-06 22:04:58,00,1500.00
000001230106220635000217610049,2023-01-06 22:05:06,00,130000.00
000001230106220635000217610050,2023-01-06 22:04:59,00,7000.00
000001230106220635000217610052,2023-01-06 22:04:56,00,15000.00
000001230106220636000217609655,2023-01-06 22:05:04,00,80000.00
000001230106220636000217610054,2023-01-06 22:04:58,00,5000.00
000001230106220636225515310427,2023-01-06 22:04:55,00,5500.00
000001230106220637000217610006,2023-01-06 22:05:00,00,4000.00
000001230106220637000217610051,2023-01-06 22:04:59,00,8000.00
000001230106220637000217610056,2023-01-06 22:04:59,00,2000.00
000001230106220637000217610058,2023-01-06 22:05:04,00,6100.00
000001230106220638000217582493,2023-01-06 22:05:00,00,20000.00
000001230106220638000217610035,2023-01-06 22:05:02,00,320000.00
000001230106220639000217610064,2023-01-06 22:05:04,00,950.00
000001230106220640000217610047,2023-01-06 22:05:09,00,2000.00
000001230106220641000217610057,2023-01-06 22:05:04,00,100.00
000001230106220641000217610068,2023-01-06 22:05:03,00,3000.00
000001230106220641060902390568,2023-01-06 22:06:53,00,60600.00
000001230106220643000217610060,2023-01-06 22:05:09,00,19500.00
000001230106220643000217610065,2023-01-06 22:05:11,00,2000.00
000001230106220643000217610070,2023-01-06 22:05:06,00,5000.00
000001230106220643000217610071,2023-01-06 22:05:05,00,2500.00
000001230106220643000217610072,2023-01-06 22:05:09,00,10000.00
000001230106220644000217582536,2023-01-06 22:05:12,00,20000.00
000001230106220644000217610011,2023-01-06 22:05:25,00,40000.00
000001230106220644000217610075,2023-01-06 22:05:08,00,3000.00
000001230106220645000217610044,2023-01-06 22:05:06,00,6000.00
000001230106220645000217610078,2023-01-06 22:05:10,00,9500.00
000001230106220645000217610080,2023-01-06 22:05:07,00,24000.00
000001230106220646000217610067,2023-01-06 22:05:08,00,1700.00
000001230106220646000217610076,2023-01-06 22:05:10,00,5500.00
000001230106220646000217610081,2023-01-06 22:05:07,00,1850.00
000001230106220647000217610012,2023-01-06 22:05:10,00,3800.00
000001230106220647000217610034,2023-01-06 22:05:10,00,74000.00
000001230106220648000217610083,2023-01-06 22:05:13,00,7100.00
000001230106220648000217610085,2023-01-06 22:05:13,00,20000.00
000001230106220648000217610086,2023-01-06 22:05:10,00,1630000.00
000001230106220648017502457075,2023-01-06 22:10:54,00,5000.00
000001230106220649000217609768,2023-01-06 22:05:12,00,13700.00
000001230106220649000217610082,2023-01-06 22:05:11,00,2000.00
000001230106220650000217610088,2023-01-06 22:05:12,00,10000.00
000001230106220650000217610089,2023-01-06 22:05:13,00,700000.00
000001230106220651000217610055,2023-01-06 22:05:17,00,20000.00
000001230106220651000217610084,2023-01-06 22:05:24,00,2200.00
000001230106220651000217610092,2023-01-06 22:05:14,00,16300.00
000001230106220652000217610087,2023-01-06 22:05:14,00,10000.00
000001230106220653000217610062,2023-01-06 22:05:16,00,1500.00
000001230106220653000217610091,2023-01-06 22:05:17,00,2000.00
000001230106220653000217610094,2023-01-06 22:05:14,00,2200.00
000001230106220654000217610069,2023-01-06 22:05:20,00,560000.00
000001230106220654000217610097,2023-01-06 22:05:21,00,12300.00
000001230106220655015602664653,2023-01-06 22:07:11,00,1600.00
000001230106220656000217582585,2023-01-06 22:05:18,00,5000.00
000001230106220656000217609822,2023-01-06 22:05:18,00,10000.00
000001230106220656000217610098,2023-01-06 22:05:19,00,9000.00
000001230106220658000217610093,2023-01-06 22:05:33,00,3500.00
000001230106220658000217610095,2023-01-06 22:05:22,00,3000.00
000001230106220658000217610100,2023-01-06 22:05:21,00,1100.00
000001230106220658000217610101,2023-01-06 22:05:21,00,20000.00
000001230106220659000217610103,2023-01-06 22:05:26,00,3200.00
000001230106220700000217610105,2023-01-06 22:05:30,00,76500.00
000001230106220700000217610106,2023-01-06 22:05:22,00,16000.00
000001230106220701000217610104,2023-01-06 22:05:23,00,7450.00
000001230106220701000217610108,2023-01-06 22:05:23,00,200000.00
000001230106220701000217610110,2023-01-06 22:05:24,00,20000.00
000001230106220702000217610112,2023-01-06 22:05:24,00,1117000.00
000001230106220702000217610114,2023-01-06 22:05:27,00,1500.00
000001230106220703000217582781,2023-01-06 22:05:30,00,100000.00
000001230106220703000217610107,2023-01-06 22:05:26,00,40000.00
000001230106220703088402711991,2023-01-06 22:07:12,00,1000.00
000001230106220704000217610116,2023-01-06 22:05:27,00,5000.00
000001230106220705000217610113,2023-01-06 22:05:28,00,3050.00
000001230106220706000217610096,2023-01-06 22:05:30,00,500000.00
000001230106220706000217610109,2023-01-06 22:05:31,00,40000.00
000001230106220706000217610118,2023-01-06 22:05:29,00,2500.00
000001230106220706000217610119,2023-01-06 22:05:31,00,50000.00
000001230106220707000217610061,2023-01-06 22:05:31,00,3000.00
000001230106220707000217610120,2023-01-06 22:05:31,00,3000.00
000001230106220707000217610121,2023-01-06 22:05:30,00,15000.00
000001230106220707000217610122,2023-01-06 22:05:30,00,10000.00
000001230106220708000217610099,2023-01-06 22:05:32,00,500000.00
000001230106220708000217610123,2023-01-06 22:05:31,00,20000.00
000001230106220709000217610124,2023-01-06 22:05:32,00,70000.00
000001230106220711000217610126,2023-01-06 22:05:36,00,4300.00
000001230106220711000217610128,2023-01-06 22:05:35,00,1100.00
000001230106220712000217610038,2023-01-06 22:05:36,00,15000.00
000001230106220712000217610129,2023-01-06 22:05:40,00,13000.00
000001230106220713000217610130,2023-01-06 22:05:37,00,2100.00
000001230106220713000217610131,2023-01-06 22:05:34,00,58500.00
000001230106220713000217610132,2023-01-06 22:05:35,00,6000.00
000001230106220714000217610125,2023-01-06 22:05:36,00,1800.00
000001230106220714000217610133,2023-01-06 22:05:38,00,10000.00
000001230106220715000217583020,2023-01-06 22:05:36,00,5000.00
000001230106220715000217610134,2023-01-06 22:05:38,00,20000.00
000001230106220715000217610135,2023-01-06 22:05:41,00,27900.00
000001230106220715000217610136,2023-01-06 22:05:39,00,20000.00
000001230106220716000217610115,2023-01-06 22:05:40,00,1000.00
000001230106220716000217610138,2023-01-06 22:05:46,00,31000.00
000001230106220717000217610139,2023-01-06 22:05:43,00,10000.00
000001230106220717000217610140,2023-01-06 22:05:40,00,13000.00
000001230106220718000217610141,2023-01-06 22:05:40,00,1000.00
000001230106220718000217610142,2023-01-06 22:05:43,00,30000.00
000001230106220719000217610143,2023-01-06 22:05:41,00,3000.00
000001230106220719000217610144,2023-01-06 22:05:46,00,10000.00
000001230106220719000217610146,2023-01-06 22:05:41,00,700.00
000001230106220719000217610148,2023-01-06 22:05:44,00,5000.00
000001230106220720000217610149,2023-01-06 22:05:42,00,150000.00
000001230106220720000217610150,2023-01-06 22:05:43,00,500.00
000001230106220720000217610151,2023-01-06 22:05:41,00,15000.00
000001230106220721000217583026,2023-01-06 22:06:01,00,10000.00
000001230106220721000217610147,2023-01-06 22:05:44,00,11000.00
000001230106220723000217610153,2023-01-06 22:05:44,00,9600.00
000001230106220723000217610154,2023-01-06 22:05:45,00,4300.00
000001230106220724000217610156,2023-01-06 22:05:47,00,95000.00
000001230106220724000217610157,2023-01-06 22:05:47,00,3000.00
000001230106220724000217610158,2023-01-06 22:05:46,00,500.00
000001230106220725000217610160,2023-01-06 22:05:49,00,5000.00
000001230106220726000217610159,2023-01-06 22:05:46,00,950.00
000001230106220726000217610162,2023-01-06 22:05:48,00,4000.00
000001230106220727000217610001,2023-01-06 22:05:49,00,10000.00
000001230106220727000217610163,2023-01-06 22:05:48,00,3000.00
000001230106220728000217610161,2023-01-06 22:05:54,00,500.00
000001230106220728000217610165,2023-01-06 22:05:49,00,50000.00
000001230106220728000217610167,2023-01-06 22:05:52,00,6450.00
000001230106220728000217610169,2023-01-06 22:05:52,00,5100.00
000001230106220729000217610155,2023-01-06 22:05:52,00,200000.00
000001230106220729000217610173,2023-01-06 22:05:53,00,5000.00
000001230106220730000217610174,2023-01-06 22:06:07,00,50000.00
000001230106220730000217610175,2023-01-06 22:05:50,00,10000.00
000001230106220731000217610180,2023-01-06 22:05:54,00,10100.00
000001230106220731000217610182,2023-01-06 22:05:56,00,20000.00
000001230106220732000217610184,2023-01-06 22:06:04,00,11500.00
000001230106220733000217610137,2023-01-06 22:05:57,00,13000.00
000001230106220733000217610166,2023-01-06 22:06:01,00,30000.00
000001230106220733000217610171,2023-01-06 22:06:03,00,10000.00
000001230106220733000217610176,2023-01-06 22:05:58,00,6000.00
000001230106220733000217610181,2023-01-06 22:06:05,00,4200.00
000001230106220733000217610183,2023-01-06 22:05:58,00,100000.00
000001230106220733000217610186,2023-01-06 22:05:58,00,20000.00
000001230106220733000217610188,2023-01-06 22:05:58,00,23000.00
000001230106220733000217610189,2023-01-06 22:05:58,00,2400.00
000001230106220734000217610045,2023-01-06 22:06:00,00,265000.00
000001230106220734000217610073,2023-01-06 22:05:57,00,1000.00
000001230106220735000217610178,2023-01-06 22:06:00,00,15000.00
000001230106220736000217610190,2023-01-06 22:05:59,00,30000.00
000001230106220736000217610192,2023-01-06 22:06:00,00,300000.00
000001230106220737000217610168,2023-01-06 22:06:00,00,4500.00
000001230106220738000217610152,2023-01-06 22:06:01,00,154455.00
000001230106220738000217610172,2023-01-06 22:06:01,00,1000.00
000001230106220738000217610185,2023-01-06 22:06:00,00,10000.00
000001230106220739000217610187,2023-01-06 22:06:02,00,10000.00
