- - - - - n i p _ s e t t l e m e n t - - - - -
session_id request_time response_code amount
000001230529001055000263110933 "2023-05-29 00:09:18" 00 150000.00
000001230529001056000263110934 "2023-05-29 00:09:20" 00 50000.00
000001230529001056013102700249 "2023-05-29 00:10:59" 00 10000.00
000001230529001059000263110935 "2023-05-29 00:09:21" 00 1500.00
000001230529001100000263110936 "2023-05-29 00:09:29" 00 2700.00
000001230529001101000263110937 "2023-05-29 00:09:23" 00 40000.00
000001230529001102000263110938 "2023-05-29 00:09:24" 00 5000.00
000001230529001102000263110939 "2023-05-29 00:09:25" 97 11000.00
000001230529001102054102327542 "2023-05-29 00:09:35" 00 51000.00
000001230529001104000263110941 "2023-05-29 00:09:28" 00 7500.00
000001230529001104000263110942 "2023-05-29 00:09:51" 00 20000.00
000001230529001104028202168469 "2023-05-29 00:11:07" 00 4100.00
000001230529001105000263110940 "2023-05-29 00:09:31" 00 2100.00
000001230529001107000263110945 "2023-05-29 00:09:36" 00 10000.00
000001230529001110000263110952 "2023-05-29 00:09:32" 00 44500.00
000001230529001111000263110954 "2023-05-29 00:09:36" 00 40000.00
000001230529001112000263110955 "2023-05-29 00:09:35" 00 10000.00
000001230529001113000263110944 "2023-05-29 00:09:52" 00 51300.00
000001230529001113000263110948 "2023-05-29 00:09:36" 00 50000.00
000001230529001113000263110949 "2023-05-29 00:09:53" 00 1000.00
000001230529001113000263110951 "2023-05-29 00:09:36" 00 30000.00
000001230529001114000263110958 "2023-05-29 00:09:38" 00 1000.00
000001230529001116000263110959 "2023-05-29 00:09:44" 00 82840.00
000001230529001116000263110960 "2023-05-29 00:09:41" 00 20000.00
000001230529001117000263110961 "2023-05-29 00:09:45" 00 47000.00
000001230529001118000263110965 "2023-05-29 00:09:44" 00 19000.00
000001230529001120000263110962 "2023-05-29 00:09:45" 00 6600.00
000001230529001120000263110967 "2023-05-29 00:09:48" 00 40000.00
000001230529001120000263110970 "2023-05-29 00:09:51" 00 6200.00
000001230529001123000263110973 "2023-05-29 00:09:51" 00 3000.00
000001230529001124000263110972 "2023-05-29 00:09:48" 00 50000.00
000001230529001124000263110974 "2023-05-29 00:09:50" 00 3200.00
000001230529001124000263110976 "2023-05-29 00:09:47" 00 10000.00
000001230529001126000263110969 "2023-05-29 00:09:57" 00 1000.00
000001230529001126000263110975 "2023-05-29 00:09:50" 00 8000.00
000001230529001126000263110977 "2023-05-29 00:09:51" 00 200.00
000001230529001126000263110978 "2023-05-29 00:09:50" 00 1300.00
000001230529001128000263110980 "2023-05-29 00:09:52" 00 250000.00
000001230529001129000263110982 "2023-05-29 00:09:52" 00 15000.00
000001230529001130000263110971 "2023-05-29 00:09:52" 00 1000.00
000001230529001130000263110981 "2023-05-29 00:09:59" 00 45000.00
000001230529001131000263110983 "2023-05-29 00:09:55" 00 9999.00
000001230529001132000263110979 "2023-05-29 00:10:00" 00 4980.00
000001230529001135000263110984 "2023-05-29 00:09:59" 00 100000.00
000001230529001135000263110987 "2023-05-29 00:09:57" 00 1490.00
000001230529001136000263110985 "2023-05-29 00:09:57" 00 1000.00
000001230529001136000263110986 "2023-05-29 00:09:56" 00 18000.00
000001230529001137000263110989 "2023-05-29 00:10:02" 00 30000.00
000001230529001137000263110990 "2023-05-29 00:10:03" 00 20000.00
000001230529001139092202160533 "2023-05-29 00:11:43" 00 3500.00
000001230529001140000263110992 "2023-05-29 00:10:02" 00 200000.00
000001230529001141000263110988 "2023-05-29 00:10:04" 00 4000.00
000001230529001142000263110991 "2023-05-29 00:10:09" 00 500000.00
000001230529001142000263110994 "2023-05-29 00:10:06" 00 4800.00
000001230529001142000263110995 "2023-05-29 00:10:07" 00 1100.00
000001230529001142000263110996 "2023-05-29 00:10:05" 00 100000.00
000001230529001142000263110997 "2023-05-29 00:10:04" 00 4000.00
000001230529001145000263110998 "2023-05-29 00:10:10" 00 12000.00
000001230529001145000263111000 "2023-05-29 00:10:09" 00 2500.00
000001230529001146000263110993 "2023-05-29 00:10:13" 00 5000.00
000001230529001146000263110999 "2023-05-29 00:10:10" 00 10000.00
000001230529001146000263111001 "2023-05-29 00:10:13" 00 7250.00
000001230529001148000263111002 "2023-05-29 00:10:13" 00 950.00
000001230529001149000263111004 "2023-05-29 00:10:17" 00 5000.00
000001230529001151000263111003 "2023-05-29 00:10:15" 00 80000.00
000001230529001152000263111005 "2023-05-29 00:10:16" 00 1900.00
000001230529001152000263111006 "2023-05-29 00:10:18" 00 5000.00
000001230529001152061102892934 "2023-05-29 00:13:47" 00 4000.00
000001230529001158000263111008 "2023-05-29 00:10:25" 00 110000.00
000001230529001158000263111009 "2023-05-29 00:10:25" 00 2000.00
000001230529001158000263111010 "2023-05-29 00:10:20" 00 10000.00
000001230529001200000263111011 "2023-05-29 00:10:25" 00 2000.00
000001230529001200000263111012 "2023-05-29 00:10:24" 00 2900.00
000001230529001205000263111013 "2023-05-29 00:10:29" 00 41500.00
000001230529001205000263111014 "2023-05-29 00:10:29" 00 13000.00
000001230529001206000263111016 "2023-05-29 00:10:27" 00 19500.00
000001230529001206000263111017 "2023-05-29 00:10:34" 00 50000.00
000001230529001212000263111018 "2023-05-29 00:10:37" 00 20000.00
000001230529001213000263111019 "2023-05-29 00:10:41" 00 15000.00
000001230529001218000263111021 "2023-05-29 00:10:40" 00 20000.00
000001230529001219000263111020 "2023-05-29 00:10:53" 00 5000.00
000001230529001220000263111022 "2023-05-29 00:10:42" 00 20000.00
000001230529001220081401874321 "2023-05-29 00:10:38" 00 200000.00
000001230529001222000263111024 "2023-05-29 00:10:49" 00 3000.00
000001230529001222000263111025 "2023-05-29 00:10:44" 00 5000.00
000001230529001222000263111026 "2023-05-29 00:10:46" 00 20000.00
000001230529001223000263111027 "2023-05-29 00:10:48" 00 25000.00
000001230529001223000263111029 "2023-05-29 00:10:46" 00 5300.00
000001230529001224000263111028 "2023-05-29 00:10:48" 00 4900.00
000001230529001224000263111030 "2023-05-29 00:10:48" 00 1600.00
000001230529001228000263111031 "2023-05-29 00:10:51" 00 10000.00
000001230529001228000263111032 "2023-05-29 00:10:51" 00 4500.00
000001230529001229000263111033 "2023-05-29 00:10:53" 00 8000.00
000001230529001230000263111034 "2023-05-29 00:10:58" 00 12350.00
000001230529001233000263111035 "2023-05-29 00:10:58" 00 10000.00
000001230529001237000263111038 "2023-05-29 00:10:59" 00 20000.00
000001230529001238000263111037 "2023-05-29 00:10:59" 00 9999.00
000001230529001240000263111039 "2023-05-29 00:11:04" 00 1500.00
000001230529001240000263111040 "2023-05-29 00:11:03" 00 5000.00
000001230529001241000263111036 "2023-05-29 00:11:04" 00 69800.00
000001230529001241000263111041 "2023-05-29 00:11:02" 00 6000.00
000001230529001241000263111042 "2023-05-29 00:11:05" 00 33000.00
000001230529001244000263111043 "2023-05-29 00:11:06" 00 1300.00
000001230529001247000263111045 "2023-05-29 00:11:10" 00 9000.00
000001230529001248000263111046 "2023-05-29 00:11:08" 00 100000.00
000001230529001248000263111047 "2023-05-29 00:11:12" 00 400.00
000001230529001250000263111048 "2023-05-29 00:11:12" 00 750.00
000001230529001253000263111051 "2023-05-29 00:11:13" 00 30100.00
000001230529001254000263111050 "2023-05-29 00:11:19" 00 3000.00
000001230529001255000263111052 "2023-05-29 00:11:20" 00 2500.00
000001230529001255066302652522 "2023-05-29 00:13:50" 00 50000.00
000001230529001257000263111053 "2023-05-29 00:11:20" 00 1000.00
000001230529001257000263111055 "2023-05-29 00:11:23" 00 10000.00
000001230529001258000263111056 "2023-05-29 00:11:20" 00 1400000.00
000001230529001300000263111057 "2023-05-29 00:11:21" 00 11000.00
000001230529001301000263111059 "2023-05-29 00:11:25" 00 1000.00
000001230529001302000263111054 "2023-05-29 00:11:26" 00 35000.00
000001230529001302000263111058 "2023-05-29 00:11:26" 00 99000.00
000001230529001302057502558749 "2023-05-29 00:13:52" 00 500.00
000001230529001303000263111060 "2023-05-29 00:11:27" 00 30000.00
000001230529001304000263111061 "2023-05-29 00:11:30" 00 6900.00
000001230529001304000263111063 "2023-05-29 00:11:27" 00 3000.00
000001230529001305000263111062 "2023-05-29 00:11:30" 00 1000000.00
000001230529001306000263111064 "2023-05-29 00:11:30" 00 4500.00
000001230529001307000263111066 "2023-05-29 00:11:31" 00 10000.00
000001230529001308000263111065 "2023-05-29 00:11:31" 00 3000.00
000001230529001309000263111067 "2023-05-29 00:11:31" 00 20000.00
000001230529001312000263111069 "2023-05-29 00:11:34" 00 10000.00
000001230529001312000263111071 "2023-05-29 00:11:37" 00 1000.00
000001230529001313000263111070 "2023-05-29 00:11:37" 00 6100.00
000001230529001313000263111072 "2023-05-29 00:11:37" 00 20000.00
000001230529001314000263111073 "2023-05-29 00:11:39" 00 14000.00
000001230529001314000263111074 "2023-05-29 00:11:37" 00 400000.00
000001230529001315000263111068 "2023-05-29 00:11:37" 00 320300.00
000001230529001324000263111075 "2023-05-29 00:11:54" 00 10000.00
000001230529001325000263111076 "2023-05-29 00:11:54" 00 10000.00
000001230529001326000263111078 "2023-05-29 00:11:53" 00 100000.00
000001230529001327000263111079 "2023-05-29 00:11:56" 00 10000.00
000001230529001331000263111082 "2023-05-29 00:11:58" 00 156000.00
000001230529001332000263111083 "2023-05-29 00:11:56" 00 100000.00
000001230529001335000263111085 "2023-05-29 00:12:02" 00 3000.00
000001230529001335000263111086 "2023-05-29 00:12:04" 00 500.00
000001230529001336000263111087 "2023-05-29 00:11:59" 00 3000.00
000001230529001336000263111088 "2023-05-29 00:11:57" 00 21000.00
000001230529001337000263111077 "2023-05-29 00:12:01" 00 9999.00
000001230529001337000263111084 "2023-05-29 00:12:01" 00 1000.00
000001230529001337000263111089 "2023-05-29 00:12:02" 00 18000.00
000001230529001338000263111081 "2023-05-29 00:12:03" 00 1200.00
000001230529001339000263111090 "2023-05-29 00:11:59" 00 45000.00
000001230529001342000263111091 "2023-05-29 00:12:06" 00 1000.00
000001230529001343000263111093 "2023-05-29 00:12:07" 00 1000.00
000001230529001344000263111094 "2023-05-29 00:12:08" 00 50000.00
000001230529001344000263111095 "2023-05-29 00:12:08" 00 3000.00
000001230529001346000263111092 "2023-05-29 00:12:17" 00 6000.00
000001230529001347000263111096 "2023-05-29 00:12:44" 00 40000.00
000001230529001350000263111097 "2023-05-29 00:12:15" 00 5300.00
000001230529001350000263111098 "2023-05-29 00:12:10" 00 4009.00
000001230529001354000263111100 "2023-05-29 00:12:16" 00 50000.00
000001230529001355000263111101 "2023-05-29 00:12:16" 00 209000.00
000001230529001356000263111099 "2023-05-29 00:12:17" 00 32500.00
000001230529001357000263111102 "2023-05-29 00:12:20" 00 20000.00
000001230529001403000263111104 "2023-05-29 00:12:29" 00 1000.00
000001230529001405000263111105 "2023-05-29 00:12:29" 00 80000.00
000001230529001406000263111106 "2023-05-29 00:12:30" 00 5400.00
000001230529001406000263111107 "2023-05-29 00:12:28" 00 100.00
000001230529001408000263111108 "2023-05-29 00:12:32" 00 950.00
000001230529001408000263111109 "2023-05-29 00:12:32" 00 15000.00
000001230529001408000263111110 "2023-05-29 00:12:31" 00 5000.00
000001230529001408000263111112 "2023-05-29 00:12:39" 00 5750.00
000001230529001409000263111113 "2023-05-29 00:12:36" 00 1000.00
000001230529001411000263111111 "2023-05-29 00:12:35" 00 8500.00
000001230529001414000263111114 "2023-05-29 00:12:40" 00 100000.00
000001230529001414000263111115 "2023-05-29 00:12:34" 00 43300.00
000001230529001414000263111116 "2023-05-29 00:12:34" 00 500.00
000001230529001417000263111117 "2023-05-29 00:12:44" 00 6150.00
000001230529001418000263111119 "2023-05-29 00:12:43" 00 10000.00
000001230529001419000263111118 "2023-05-29 00:12:42" 00 5000.00
000001230529001419000263111120 "2023-05-29 00:12:39" 00 400.00
000001230529001420090902296055 "2023-05-29 00:13:55" 00 6000.00
000001230529001422000263111121 "2023-05-29 00:12:43" 00 2000.00
000001230529001423000263111122 "2023-05-29 00:12:43" 00 2000.00
000001230529001424000263111123 "2023-05-29 00:12:46" 00 4000.00
000001230529001424000263111126 "2023-05-29 00:12:48" 00 10000.00
000001230529001425000263111124 "2023-05-29 00:12:46" 00 332000.00
000001230529001425000263111125 "2023-05-29 00:12:46" 00 350.00
000001230529001427000263111128 "2023-05-29 00:12:53" 00 3000.00
000001230529001429000263111103 "2023-05-29 00:12:51" 00 10000.00
000001230529001429000263111127 "2023-05-29 00:12:55" 00 10000.00
000001230529001431000263111130 "2023-05-29 00:12:56" 00 2500.00
000001230529001431000263111131 "2023-05-29 00:12:55" 00 10000.00
000001230529001433000263111132 "2023-05-29 00:12:56" 00 58000.00
000001230529001434000263111129 "2023-05-29 00:13:00" 00 9999.00
000001230529001435000263111133 "2023-05-29 00:12:59" 00 10000.00
000001230529001435000263111135 "2023-05-29 00:12:57" 00 10000.00
000001230529001438000263111136 "2023-05-29 00:13:01" 00 1000.00
000001230529001439000263111134 "2023-05-29 00:13:02" 00 20000.00
000001230529001439000263111137 "2023-05-29 00:13:03" 00 1000.00
000001230529001443000263111139 "2023-05-29 00:13:05" 00 199000.00
000001230529001444000263111138 "2023-05-29 00:13:11" 00 1600.00
000001230529001448000263111140 "2023-05-29 00:13:22" 00 7000.00
000001230529001449000263111141 "2023-05-29 00:13:20" 97 2000.00
000001230529001451000263111142 "2023-05-29 00:13:21" 00 20000.00
000001230529001451000263111143 "2023-05-29 00:13:18" 00 7000.00
000001230529001452000263111144 "2023-05-29 00:13:21" 00 100000.00
000001230529001452000263111145 "2023-05-29 00:13:14" 00 40000.00
000001230529001454000263111146 "2023-05-29 00:13:17" 00 5000.00
000001230529001454000263111147 "2023-05-29 00:13:18" 00 2000.00
000001230529001455026302720217 "2023-05-29 00:13:58" 00 250.00
000001230529001456000263111149 "2023-05-29 00:13:20" 00 50000.00
000001230529001502000263111150 "2023-05-29 00:13:31" 00 700.00
000001230529001503000263111151 "2023-05-29 00:13:29" 00 3000.00
000001230529001504000263111148 "2023-05-29 00:13:29" 00 21000.00
000001230529001504000263111152 "2023-05-29 00:13:29" 00 600.00
000001230529001508000263111154 "2023-05-29 00:13:30" 00 8000.00
000001230529001509000263111153 "2023-05-29 00:13:36" 00 30700.00
000001230529001509000263111155 "2023-05-29 00:13:32" 00 1900.00
000001230529001509000263111156 "2023-05-29 00:13:31" 00 700.00
000001230529001510000263111157 "2023-05-29 00:13:33" 00 8300.00
000001230529001510000263111158 "2023-05-29 00:13:31" 00 2000.00
000001230529001512000263111159 "2023-05-29 00:13:34" 00 5000.00
000001230529001515000263111160 "2023-05-29 00:13:49" 00 2000.00
000001230529001516000263111161 "2023-05-29 00:13:41" 00 5000.00
000001230529001518000263111162 "2023-05-29 00:13:40" 00 7000.00
000001230529001518000263111164 "2023-05-29 00:13:41" 00 2000.00
000001230529001519000263111165 "2023-05-29 00:13:43" 00 9999.00
000001230529001521000263111170 "2023-05-29 00:13:44" 00 10000.00
000001230529001522000263111163 "2023-05-29 00:13:48" 00 3000.00
000001230529001522000263111167 "2023-05-29 00:13:42" 00 37000.00
000001230529001522000263111168 "2023-05-29 00:13:48" 00 53000.00
000001230529001522000263111172 "2023-05-29 00:13:46" 00 1500.00
000001230529001523000263111166 "2023-05-29 00:13:49" 00 500000.00
000001230529001523000263111169 "2023-05-29 00:14:23" 00 90000.00
000001230529001524000263111174 "2023-05-29 00:13:45" 00 6500.00
000001230529001524000263111176 "2023-05-29 00:13:49" 00 5000.00
000001230529001525000263111173 "2023-05-29 00:13:50" 00 2000.00
000001230529001527000263111171 "2023-05-29 00:13:50" 00 350.00
000001230529001527000263111175 "2023-05-29 00:13:53" 00 30000.00
000001230529001527000263111179 "2023-05-29 00:13:53" 00 15000.00
000001230529001528000263111177 "2023-05-29 00:13:55" 00 25060.00
000001230529001528000263111180 "2023-05-29 00:13:53" 00 2000.00
000001230529001529000263111181 "2023-05-29 00:13:55" 00 1000.00
000001230529001529000263111182 "2023-05-29 00:13:55" 00 200000.00
000001230529001532000263111184 "2023-05-29 00:13:53" 00 10000.00
000001230529001532000263111185 "2023-05-29 00:13:58" 00 10000.00
000001230529001534000263111186 "2023-05-29 00:13:56" 00 3500.00
000001230529001534000263111188 "2023-05-29 00:13:58" 00 5000.00
000001230529001538000263111190 "2023-05-29 00:14:02" 00 50.00
000001230529001539000263111191 "2023-05-29 00:14:02" 00 10000.00
000001230529001539000263111192 "2023-05-29 00:14:00" 00 25000.00
000001230529001545000263111195 "2023-05-29 00:14:10" 00 10000.00
000001230529001545000263111196 "2023-05-29 00:14:09" 00 1000.00
000001230529001546228895414412 "2023-05-29 00:14:05" 00 185000.00
000001230529001549000263111198 "2023-05-29 00:14:14" 00 5000.00
000001230529001550000263111199 "2023-05-29 00:14:17" 00 2000.00
000001230529001550000263111200 "2023-05-29 00:14:12" 00 43000.00
000001230529001551000263111201 "2023-05-29 00:14:19" 00 20000.00
000001230529001551074502417977 "2023-05-29 00:15:55" 00 600.00
000001230529001556000263111202 "2023-05-29 00:14:19" 00 200000.00
000001230529001558000263111204 "2023-05-29 00:14:21" 00 2000.00
000001230529001558000263111205 "2023-05-29 00:14:21" 00 200.00
000001230529001558000263111206 "2023-05-29 00:14:21" 00 19000.00
000001230529001600000263111203 "2023-05-29 00:14:25" 00 85000.00
000001230529001600000263111207 "2023-05-29 00:14:22" 00 3000.00
000001230529001600000263111208 "2023-05-29 00:14:23" 00 1400.00
000001230529001601000263111209 "2023-05-29 00:14:24" 00 5000.00
000001230529001602000263111210 "2023-05-29 00:14:25" 00 17038.75
000001230529001605000263111211 "2023-05-29 00:14:32" 00 2450.00
000001230529001608000263111178 "2023-05-29 00:14:29" 00 4000.00
000001230529001608000263111212 "2023-05-29 00:14:29" 00 10000.00
000001230529001608000263111214 "2023-05-29 00:14:31" 00 50000.00
000001230529001609000263111213 "2023-05-29 00:14:29" 00 25500.00
000001230529001609000263111216 "2023-05-29 00:14:32" 00 12000.00
000001230529001610000263111215 "2023-05-29 00:14:32" 00 10000.00
000001230529001610000263111218 "2023-05-29 00:14:33" 00 9999.00
000001230529001610009302702166 "2023-05-29 00:19:27" 00 2000.00
000001230529001614000263111220 "2023-05-29 00:14:37" 00 13000.00
000001230529001615000263111217 "2023-05-29 00:14:39" 00 2150.00
000001230529001615000263111219 "2023-05-29 00:14:37" 00 3000.00
000001230529001617000263111221 "2023-05-29 00:14:38" 00 2000.00
000001230529001619041202840984 "2023-05-29 00:16:22" 00 300.00
000001230529001621000263111222 "2023-05-29 00:14:40" 00 1900.00
000001230529001622000263111223 "2023-05-29 00:14:47" 00 17000.00
000001230529001624000263111224 "2023-05-29 00:14:44" 00 700.00
000001230529001624000263111225 "2023-05-29 00:14:48" 00 1000.00
000001230529001625000263111226 "2023-05-29 00:14:49" 00 12000.00
000001230529001625003302611625 "2023-05-29 00:16:29" 00 900.00
000001230529001627002302751247 "2023-05-29 00:16:30" 00 8300.00
000001230529001628000263111227 "2023-05-29 00:14:52" 00 20000.00
000001230529001632000263111229 "2023-05-29 00:14:59" 00 12500.00
000001230529001633000263111228 "2023-05-29 00:15:21" 00 60000.00
000001230529001635000263111230 "2023-05-29 00:14:59" 00 13000.00
000001230529001638000263111231 "2023-05-29 00:14:59" 00 30200.00
000001230529001642000263111232 "2023-05-29 00:15:06" 00 1000.00
000001230529001643000263111233 "2023-05-29 00:15:07" 00 100000.00
000001230529001644000263111234 "2023-05-29 00:15:06" 00 800.00
000001230529001646000263111235 "2023-05-29 00:15:06" 00 39000.00
000001230529001648000263111236 "2023-05-29 00:15:08" 00 5000.00
000001230529001648000263111237 "2023-05-29 00:15:08" 00 10000.00
000001230529001652000263111238 "2023-05-29 00:15:16" 00 100000.00
000001230529001652000263111240 "2023-05-29 00:15:13" 00 1500.00
000001230529001653697241142215 "2023-05-29 00:15:12" 00 29500.00
000001230529001654000263111239 "2023-05-29 00:15:17" 00 40000.00
000001230529001655094302606158 "2023-05-29 00:16:58" 00 3000.00
000001230529001657000263111242 "2023-05-29 00:15:24" 00 265.00
000001230529001659000263111244 "2023-05-29 00:15:22" 00 500.00
000001230529001700000263111243 "2023-05-29 00:15:26" 00 2500.00
000001230529001703000263111246 "2023-05-29 00:15:28" 00 3200.00
000001230529001704000263111247 "2023-05-29 00:15:29" 00 200000.00
000001230529001704000263111248 "2023-05-29 00:15:26" 00 3100000.00
000001230529001707000263111245 "2023-05-29 00:15:31" 00 9999.00
000001230529001707029302248693 "2023-05-29 00:19:26" 00 1500.00
000001230529001710000263111249 "2023-05-29 00:15:53" 00 35000.00
000001230529001711000263111250 "2023-05-29 00:15:33" 00 2000.00
000001230529001713000263111251 "2023-05-29 00:15:50" 00 5000.00
000001230529001713000263111252 "2023-05-29 00:15:40" 00 20700.00
000001230529001717000263111253 "2023-05-29 00:15:48" 00 1400.00
000001230529001723000263111254 "2023-05-29 00:15:46" 00 1500.00
000001230529001726000263111255 "2023-05-29 00:15:50" 00 10000.00
000001230529001726518624514114 "2023-05-29 00:15:45" 00 750.00
000001230529001727000263111257 "2023-05-29 00:15:49" 00 500.00
000001230529001731000263111259 "2023-05-29 00:15:55" 00 10000.00
000001230529001731000263111260 "2023-05-29 00:15:52" 00 3600.00
000001230529001732000263111258 "2023-05-29 00:15:57" 00 300.00
000001230529001732000263111261 "2023-05-29 00:16:08" 00 5100.00
000001230529001736000263111262 "2023-05-29 00:16:03" 00 127000.00
000001230529001736000263111263 "2023-05-29 00:15:56" 00 18000.00
000001230529001736000263111264 "2023-05-29 00:15:55" 00 7800.00
000001230529001740000263111266 "2023-05-29 00:16:00" 00 4000.00
000001230529001742000263111269 "2023-05-29 00:16:04" 00 5000.00
000001230529001743000263111267 "2023-05-29 00:16:07" 00 500.00
000001230529001747000263111270 "2023-05-29 00:16:09" 00 9897.00
000001230529001749000263111268 "2023-05-29 00:16:15" 00 10500.00
000001230529001749000263111271 "2023-05-29 00:16:16" 00 80000.00
000001230529001749000263111272 "2023-05-29 00:16:10" 00 6500.00
000001230529001749000263111273 "2023-05-29 00:16:10" 00 55000.00
000001230529001750000263111275 "2023-05-29 00:16:14" 00 2000.00
000001230529001752000263111274 "2023-05-29 00:16:16" 00 30000.00
000001230529001753000263111276 "2023-05-29 00:16:16" 00 13000.00
000001230529001753000263111278 "2023-05-29 00:16:18" 00 8000.00
000001230529001755000263111279 "2023-05-29 00:16:18" 00 500.00
000001230529001756000263111277 "2023-05-29 00:16:23" 00 9999.00
000001230529001800079402088178 "2023-05-29 00:19:29" 00 10000.00
000001230529001801000263111280 "2023-05-29 00:16:25" 00 1200.00
000001230529001801000263111281 "2023-05-29 00:16:23" 00 200000.00
000001230529001801000263111282 "2023-05-29 00:16:25" 00 5000.00
000001230529001801000263111283 "2023-05-29 00:16:26" 00 8000.00
000001230529001803000263111284 "2023-05-29 00:16:27" 00 2600.00
000001230529001807000263111285 "2023-05-29 00:16:33" 00 10200.00
000001230529001808000263111287 "2023-05-29 00:16:32" 00 2800.00
000001230529001810000263111288 "2023-05-29 00:16:35" 00 1500.00
000001230529001810000263111289 "2023-05-29 00:16:30" 00 20000.00
000001230529001810000263111290 "2023-05-29 00:16:31" 00 75.00
000001230529001810000263111291 "2023-05-29 00:16:37" 00 30000.00
000001230529001812098002964490 "2023-05-29 00:18:16" 00 1000.00
000001230529001815000263111293 "2023-05-29 00:16:40" 00 1000.00
000001230529001815000263111294 "2023-05-29 00:16:37" 00 40000.00
000001230529001815000263111296 "2023-05-29 00:16:35" 00 1000.00
000001230529001817000263111298 "2023-05-29 00:16:39" 00 500.00
000001230529001817000263111299 "2023-05-29 00:16:41" 00 1500.00
000001230529001820000263111297 "2023-05-29 00:16:40" 00 850.00
000001230529001820000263111301 "2023-05-29 00:16:43" 00 500.00
000001230529001821000263111300 "2023-05-29 00:16:46" 00 100.00
000001230529001823000263111302 "2023-05-29 00:16:45" 00 1000.00
000001230529001826000263111303 "2023-05-29 00:16:49" 00 1000000.00
000001230529001827000263111304 "2023-05-29 00:16:48" 00 5000.00
000001230529001830000263111305 "2023-05-29 00:16:51" 00 20000.00
000001230529001834000263111306 "2023-05-29 00:16:57" 00 10000.00
000001230529001835000263111307 "2023-05-29 00:17:01" 00 10000.00
000001230529001837031602385313 "2023-05-29 00:19:29" 00 10000.00
000001230529001840000263111308 "2023-05-29 00:17:02" 00 10000.00
000001230529001841000263111309 "2023-05-29 00:17:04" 00 1000.00
000001230529001841000263111310 "2023-05-29 00:17:01" 00 1000000.00
000001230529001841084102385803 "2023-05-29 00:19:27" 00 3000.00
000001230529001842000263111311 "2023-05-29 00:17:07" 00 3000.00
000001230529001842000263111312 "2023-05-29 00:17:02" 00 129000.00
000001230529001843000263110712 "2023-05-29 00:17:11" 00 1000000.00
000001230529001843000263110771 "2023-05-29 00:17:04" 00 1000000.00
000001230529001843000263110815 "2023-05-29 00:17:11" 00 1000000.00
000001230529001843000263111315 "2023-05-29 00:17:03" 00 9999.00
000001230529001843000263111316 "2023-05-29 00:17:05" 00 10000.00
000001230529001844000263110659 "2023-05-29 00:17:08" 00 2260000.00
000001230529001844000263111314 "2023-05-29 00:17:10" 00 110000.00
000001230529001848000263111317 "2023-05-29 00:17:16" 00 5000.00
000001230529001849000263111318 "2023-05-29 00:17:10" 00 2000.00
000001230529001850000263111319 "2023-05-29 00:17:11" 00 47000.00
000001230529001850000263111320 "2023-05-29 00:17:11" 00 250.00
000001230529001853000263111321 "2023-05-29 00:17:20" 00 900.00
000001230529001856004102668335 "2023-05-29 00:19:35" 00 450.00
000001230529001857000263111322 "2023-05-29 00:17:16" 00 3000.00
000001230529001857000263111323 "2023-05-29 00:17:19" 00 3000.00
000001230529001859000263111324 "2023-05-29 00:17:19" 00 1000.00
000001230529001900000263111325 "2023-05-29 00:17:23" 00 5000.00
000001230529001900000263111326 "2023-05-29 00:17:25" 00 5000.00
000001230529001900000263111329 "2023-05-29 00:17:24" 00 200.00
000001230529001901000263111327 "2023-05-29 00:17:22" 00 10000.00
000001230529001902000263111328 "2023-05-29 00:17:24" 00 535000.00
000001230529001905000263111330 "2023-05-29 00:17:29" 00 5000.00
000001230529001906000263111331 "2023-05-29 00:17:31" 00 5000.00
000001230529001907000263111332 "2023-05-29 00:17:32" 00 2000.00
000001230529001907961232387721 "2023-05-29 00:17:26" 00 42000.00
000001230529001910000263111335 "2023-05-29 00:17:30" 00 9999.00
000001230529001912000263111334 "2023-05-29 00:17:38" 00 3000.00
000001230529001912000263111336 "2023-05-29 00:17:34" 00 20000.00
000001230529001912382914930253 "2023-05-29 00:17:30" 00 37500.00
000001230529001913000263111338 "2023-05-29 00:17:39" 00 1500.00
000001230529001913018402748677 "2023-05-29 00:19:29" 00 1000.00
000001230529001914039502379768 "2023-05-29 00:19:27" 00 18000.00
000001230529001917000263111339 "2023-05-29 00:17:41" 00 2000.00
000001230529001918000263111340 "2023-05-29 00:17:38" 00 1000.00
000001230529001918000263111341 "2023-05-29 00:17:41" 00 50000.00
000001230529001918000263111342 "2023-05-29 00:17:38" 00 500.00
000001230529001918050602258984 "2023-05-29 00:19:21" 00 10000.00
000001230529001923000263111343 "2023-05-29 00:17:45" 00 29000.00
000001230529001923000263111344 "2023-05-29 00:17:44" 00 2200.00
000001230529001925000263111345 "2023-05-29 00:17:47" 00 19400.00
000001230529001927000263111346 "2023-05-29 00:17:51" 00 40250.00
000001230529001933000263111347 "2023-05-29 00:17:56" 00 30000.00
000001230529001934000263111348 "2023-05-29 00:17:56" 00 10000.00
000001230529001936000263111349 "2023-05-29 00:17:58" 00 20000.00
000001230529001937000263111350 "2023-05-29 00:17:59" 00 10000.00
000001230529001939000263111351 "2023-05-29 00:18:03" 00 20000.00
000001230529001942000263111352 "2023-05-29 00:18:02" 00 150000.00
000001230529001942000263111353 "2023-05-29 00:18:03" 00 30000.00
000001230529001942000263111354 "2023-05-29 00:18:05" 00 5000.00
